Time(s), Pwr_W1(W), Pwr_W2(W), Pwr_W3(W)
317.0, 0.0185, 0.0059, 0.0200
317.5, 0.0185, 0.0059, 0.0200
318.0, 0.0185, 0.0060, 0.0201
318.5, 0.0185, 0.0060, 0.0201
319.0, 0.0186, 0.0061, 0.0201
319.5, 0.0186, 0.0061, 0.0201
320.0, 0.0186, 0.0061, 0.0202
320.5, 0.0187, 0.0062, 0.0202
321.0, 0.0187, 0.0062, 0.0202
321.5, 0.0187, 0.0063, 0.0202
322.0, 0.0187, 0.0063, 0.0203
322.5, 0.0188, 0.0063, 0.0203
323.0, 0.0188, 0.0064, 0.0203
323.5, 0.0188, 0.0064, 0.0203
324.0, 0.0189, 0.0065, 0.0204
324.5, 0.0189, 0.0065, 0.0204
325.0, 0.0189, 0.0066, 0.0204
325.5, 0.0189, 0.0066, 0.0204
326.0, 0.0190, 0.0066, 0.0205
326.5, 0.0190, 0.0067, 0.0205
327.0, 0.0190, 0.0067, 0.0205
327.5, 0.0191, 0.0068, 0.0205
328.0, 0.0191, 0.0068, 0.0206
328.5, 0.0191, 0.0068, 0.0206
329.0, 0.0191, 0.0069, 0.0206
329.5, 0.0192, 0.0069, 0.0206
330.0, 0.0192, 0.0070, 0.0207
330.5, 0.0192, 0.0070, 0.0207
331.0, 0.0193, 0.0070, 0.0207
331.5, 0.0193, 0.0071, 0.0207
332.0, 0.0193, 0.0071, 0.0208
332.5, 0.0193, 0.0072, 0.0208
333.0, 0.0194, 0.0072, 0.0208
333.5, 0.0194, 0.0072, 0.0208
334.0, 0.0194, 0.0073, 0.0209
334.5, 0.0195, 0.0073, 0.0209
335.0, 0.0195, 0.0074, 0.0209
335.5, 0.0195, 0.0074, 0.0209
336.0, 0.0196, 0.0074, 0.0210
336.5, 0.0196, 0.0075, 0.0210
337.0, 0.0196, 0.0075, 0.0210
337.5, 0.0196, 0.0075, 0.0210
338.0, 0.0197, 0.0076, 0.0211
338.5, 0.0197, 0.0076, 0.0211
339.0, 0.0197, 0.0077, 0.0211
339.5, 0.0198, 0.0077, 0.0211
340.0, 0.0198, 0.0077, 0.0212
340.5, 0.0198, 0.0078, 0.0212
341.0, 0.0198, 0.0078, 0.0212
341.5, 0.0199, 0.0079, 0.0212
342.0, 0.0199, 0.0079, 0.0213
342.5, 0.0199, 0.0079, 0.0213
343.0, 0.0200, 0.0080, 0.0213
343.5, 0.0200, 0.0080, 0.0213
344.0, 0.0200, 0.0080, 0.0214
344.5, 0.0200, 0.0081, 0.0214
345.0, 0.0201, 0.0081, 0.0214
345.5, 0.0201, 0.0082, 0.0214
346.0, 0.0201, 0.0082, 0.0215
346.5, 0.0202, 0.0082, 0.0215
347.0, 0.0202, 0.0083, 0.0215
347.5, 0.0202, 0.0083, 0.0215
348.0, 0.0203, 0.0083, 0.0216
348.5, 0.0203, 0.0084, 0.0216
349.0, 0.0203, 0.0084, 0.0216
349.5, 0.0203, 0.0085, 0.0216
350.0, 0.0204, 0.0085, 0.0217
350.5, 0.0204, 0.0085, 0.0217
351.0, 0.0204, 0.0086, 0.0217
351.5, 0.0205, 0.0086, 0.0217
352.0, 0.0205, 0.0086, 0.0218
352.5, 0.0205, 0.0087, 0.0218
353.0, 0.0205, 0.0087, 0.0218
353.5, 0.0206, 0.0088, 0.0218
354.0, 0.0206, 0.0088, 0.0219
354.5, 0.0206, 0.0088, 0.0219
355.0, 0.0207, 0.0089, 0.0219
355.5, 0.0207, 0.0089, 0.0219
356.0, 0.0207, 0.0089, 0.0220
356.5, 0.0208, 0.0090, 0.0220
357.0, 0.0208, 0.0090, 0.0220
357.5, 0.0208, 0.0091, 0.0220
358.0, 0.0208, 0.0091, 0.0221
358.5, 0.0209, 0.0091, 0.0221
359.0, 0.0209, 0.0092, 0.0221
359.5, 0.0209, 0.0092, 0.0221
360.0, 0.0210, 0.0092, 0.0222
360.5, 0.0210, 0.0093, 0.0222
361.0, 0.0210, 0.0093, 0.0222
361.5, 0.0211, 0.0093, 0.0222
362.0, 0.0211, 0.0094, 0.0223
362.5, 0.0211, 0.0094, 0.0223
363.0, 0.0211, 0.0095, 0.0223
363.5, 0.0212, 0.0095, 0.0223
364.0, 0.0212, 0.0095, 0.0224
364.5, 0.0212, 0.0096, 0.0224
365.0, 0.0213, 0.0096, 0.0224
365.5, 0.0213, 0.0096, 0.0225
366.0, 0.0213, 0.0097, 0.0225
366.5, 0.0214, 0.0097, 0.0225
367.0, 0.0214, 0.0097, 0.0225
367.5, 0.0214, 0.0098, 0.0226
368.0, 0.0214, 0.0098, 0.0226
368.5, 0.0215, 0.0099, 0.0226
369.0, 0.0215, 0.0099, 0.0226
369.5, 0.0215, 0.0099, 0.0227
370.0, 0.0216, 0.0100, 0.0227
370.5, 0.0216, 0.0100, 0.0227
371.0, 0.0216, 0.0100, 0.0227
371.5, 0.0216, 0.0101, 0.0228
372.0, 0.0217, 0.0101, 0.0228
372.5, 0.0217, 0.0101, 0.0228
373.0, 0.0217, 0.0102, 0.0228
373.5, 0.0218, 0.0102, 0.0229
374.0, 0.0218, 0.0103, 0.0229
374.5, 0.0218, 0.0103, 0.0229
375.0, 0.0219, 0.0103, 0.0229
375.5, 0.0219, 0.0104, 0.0230
376.0, 0.0219, 0.0104, 0.0230
376.5, 0.0219, 0.0104, 0.0230
377.0, 0.0220, 0.0105, 0.0230
377.5, 0.0220, 0.0105, 0.0231
378.0, 0.0220, 0.0105, 0.0231
378.5, 0.0221, 0.0106, 0.0231
379.0, 0.0221, 0.0106, 0.0231
379.5, 0.0221, 0.0106, 0.0232
380.0, 0.0222, 0.0107, 0.0232
380.5, 0.0222, 0.0107, 0.0232
381.0, 0.0222, 0.0108, 0.0232
381.5, 0.0222, 0.0108, 0.0233
382.0, 0.0223, 0.0108, 0.0233
382.5, 0.0223, 0.0109, 0.0233
383.0, 0.0223, 0.0109, 0.0233
383.5, 0.0224, 0.0109, 0.0234
384.0, 0.0224, 0.0110, 0.0234
384.5, 0.0224, 0.0110, 0.0234
385.0, 0.0225, 0.0110, 0.0234
385.5, 0.0225, 0.0111, 0.0235
386.0, 0.0225, 0.0111, 0.0235
386.5, 0.0226, 0.0111, 0.0235
387.0, 0.0226, 0.0112, 0.0235
387.5, 0.0226, 0.0112, 0.0236
388.0, 0.0226, 0.0112, 0.0236
388.5, 0.0227, 0.0113, 0.0236
389.0, 0.0227, 0.0113, 0.0236
389.5, 0.0227, 0.0114, 0.0237
390.0, 0.0228, 0.0114, 0.0237
390.5, 0.0228, 0.0114, 0.0237
391.0, 0.0228, 0.0115, 0.0237
391.5, 0.0229, 0.0115, 0.0238
392.0, 0.0229, 0.0115, 0.0238
392.5, 0.0229, 0.0116, 0.0238
393.0, 0.0229, 0.0116, 0.0238
393.5, 0.0230, 0.0116, 0.0239
394.0, 0.0230, 0.0117, 0.0239
394.5, 0.0230, 0.0117, 0.0239
395.0, 0.0231, 0.0117, 0.0239
395.5, 0.0231, 0.0118, 0.0240
396.0, 0.0231, 0.0118, 0.0240
396.5, 0.0232, 0.0118, 0.0240
397.0, 0.0232, 0.0119, 0.0240
397.5, 0.0232, 0.0119, 0.0241
398.0, 0.0232, 0.0120, 0.0241
398.5, 0.0233, 0.0120, 0.0241
399.0, 0.0233, 0.0120, 0.0241
399.5, 0.0233, 0.0121, 0.0242
400.0, 0.0234, 0.0121, 0.0242
400.5, 0.0234, 0.0121, 0.0242
401.0, 0.0234, 0.0122, 0.0242
401.5, 0.0235, 0.0122, 0.0243
402.0, 0.0235, 0.0122, 0.0243
402.5, 0.0235, 0.0123, 0.0243
403.0, 0.0236, 0.0123, 0.0244
403.5, 0.0236, 0.0123, 0.0244
404.0, 0.0236, 0.0124, 0.0244
404.5, 0.0236, 0.0124, 0.0244
405.0, 0.0237, 0.0124, 0.0245
405.5, 0.0237, 0.0125, 0.0245
406.0, 0.0237, 0.0125, 0.0245
406.5, 0.0238, 0.0125, 0.0245
407.0, 0.0238, 0.0126, 0.0246
407.5, 0.0238, 0.0126, 0.0246
408.0, 0.0239, 0.0127, 0.0246
408.5, 0.0239, 0.0127, 0.0246
409.0, 0.0239, 0.0127, 0.0247
409.5, 0.0239, 0.0128, 0.0247
410.0, 0.0240, 0.0128, 0.0247
410.5, 0.0240, 0.0128, 0.0247
411.0, 0.0240, 0.0129, 0.0248
411.5, 0.0241, 0.0129, 0.0248
412.0, 0.0241, 0.0129, 0.0248
412.5, 0.0241, 0.0130, 0.0248
413.0, 0.0242, 0.0130, 0.0249
413.5, 0.0242, 0.0130, 0.0249
414.0, 0.0242, 0.0131, 0.0249
414.5, 0.0243, 0.0131, 0.0249
415.0, 0.0243, 0.0131, 0.0250
415.5, 0.0243, 0.0132, 0.0250
416.0, 0.0243, 0.0132, 0.0250
416.5, 0.0244, 0.0132, 0.0250
417.0, 0.0244, 0.0133, 0.0251
417.5, 0.0244, 0.0133, 0.0251
418.0, 0.0245, 0.0133, 0.0251
418.5, 0.0245, 0.0134, 0.0251
419.0, 0.0245, 0.0134, 0.0252
419.5, 0.0246, 0.0134, 0.0252
420.0, 0.0246, 0.0135, 0.0252
420.5, 0.0246, 0.0135, 0.0252
421.0, 0.0247, 0.0136, 0.0253
421.5, 0.0247, 0.0136, 0.0253
422.0, 0.0247, 0.0136, 0.0253
422.5, 0.0247, 0.0137, 0.0253
423.0, 0.0248, 0.0137, 0.0254
423.5, 0.0248, 0.0137, 0.0254
424.0, 0.0248, 0.0138, 0.0254
424.5, 0.0249, 0.0138, 0.0255
425.0, 0.0249, 0.0138, 0.0255
425.5, 0.0249, 0.0139, 0.0255
426.0, 0.0250, 0.0139, 0.0255
426.5, 0.0250, 0.0139, 0.0256
427.0, 0.0250, 0.0140, 0.0256
427.5, 0.0251, 0.0140, 0.0256
428.0, 0.0251, 0.0140, 0.0256
428.5, 0.0251, 0.0141, 0.0257
429.0, 0.0251, 0.0141, 0.0257
429.5, 0.0252, 0.0141, 0.0257
430.0, 0.0252, 0.0142, 0.0257
430.5, 0.0252, 0.0142, 0.0258
431.0, 0.0253, 0.0142, 0.0258
431.5, 0.0253, 0.0143, 0.0258
432.0, 0.0253, 0.0143, 0.0258
432.5, 0.0254, 0.0143, 0.0259
433.0, 0.0254, 0.0144, 0.0259
433.5, 0.0254, 0.0144, 0.0259
434.0, 0.0255, 0.0144, 0.0259
434.5, 0.0255, 0.0145, 0.0260
435.0, 0.0255, 0.0145, 0.0260
435.5, 0.0255, 0.0146, 0.0260
436.0, 0.0256, 0.0146, 0.0260
436.5, 0.0256, 0.0146, 0.0261
437.0, 0.0256, 0.0147, 0.0261
437.5, 0.0257, 0.0147, 0.0261
438.0, 0.0257, 0.0147, 0.0261
438.5, 0.0257, 0.0148, 0.0262
439.0, 0.0258, 0.0148, 0.0262
439.5, 0.0258, 0.0148, 0.0262
440.0, 0.0258, 0.0149, 0.0263
440.5, 0.0259, 0.0149, 0.0263
441.0, 0.0259, 0.0149, 0.0263
441.5, 0.0259, 0.0150, 0.0263
442.0, 0.0259, 0.0150, 0.0264
442.5, 0.0260, 0.0150, 0.0264
443.0, 0.0260, 0.0151, 0.0264
443.5, 0.0260, 0.0151, 0.0264
444.0, 0.0261, 0.0151, 0.0265
444.5, 0.0261, 0.0152, 0.0265
445.0, 0.0261, 0.0152, 0.0265
445.5, 0.0262, 0.0152, 0.0265
446.0, 0.0262, 0.0153, 0.0266
446.5, 0.0262, 0.0153, 0.0266
447.0, 0.0263, 0.0153, 0.0266
447.5, 0.0263, 0.0154, 0.0266
448.0, 0.0263, 0.0154, 0.0267
448.5, 0.0264, 0.0154, 0.0267
449.0, 0.0264, 0.0155, 0.0267
449.5, 0.0264, 0.0155, 0.0267
450.0, 0.0264, 0.0155, 0.0268
450.5, 0.0265, 0.0156, 0.0268
451.0, 0.0265, 0.0156, 0.0268
451.5, 0.0265, 0.0156, 0.0268
452.0, 0.0266, 0.0157, 0.0269
452.5, 0.0266, 0.0157, 0.0269
453.0, 0.0266, 0.0157, 0.0269
453.5, 0.0267, 0.0158, 0.0270
454.0, 0.0267, 0.0158, 0.0270
454.5, 0.0267, 0.0159, 0.0270
455.0, 0.0268, 0.0159, 0.0270
455.5, 0.0268, 0.0159, 0.0271
456.0, 0.0268, 0.0160, 0.0271
456.5, 0.0268, 0.0160, 0.0271
457.0, 0.0269, 0.0160, 0.0271
457.5, 0.0269, 0.0161, 0.0272
458.0, 0.0269, 0.0161, 0.0272
458.5, 0.0270, 0.0161, 0.0272
459.0, 0.0270, 0.0162, 0.0272
459.5, 0.0270, 0.0162, 0.0273
460.0, 0.0271, 0.0162, 0.0273
460.5, 0.0271, 0.0163, 0.0273
461.0, 0.0271, 0.0163, 0.0273
461.5, 0.0272, 0.0163, 0.0274
462.0, 0.0272, 0.0164, 0.0274
462.5, 0.0272, 0.0164, 0.0274
463.0, 0.0273, 0.0164, 0.0274
463.5, 0.0273, 0.0165, 0.0275
464.0, 0.0273, 0.0165, 0.0275
464.5, 0.0273, 0.0165, 0.0275
465.0, 0.0274, 0.0166, 0.0276
465.5, 0.0274, 0.0166, 0.0276
466.0, 0.0274, 0.0166, 0.0276
466.5, 0.0275, 0.0167, 0.0276
467.0, 0.0275, 0.0167, 0.0277
467.5, 0.0275, 0.0167, 0.0277
468.0, 0.0276, 0.0168, 0.0277
468.5, 0.0276, 0.0168, 0.0277
469.0, 0.0276, 0.0168, 0.0278
469.5, 0.0277, 0.0169, 0.0278
470.0, 0.0277, 0.0169, 0.0278
470.5, 0.0277, 0.0169, 0.0278
471.0, 0.0278, 0.0170, 0.0279
471.5, 0.0278, 0.0170, 0.0279
472.0, 0.0278, 0.0170, 0.0279
472.5, 0.0278, 0.0171, 0.0279
473.0, 0.0279, 0.0171, 0.0280
473.5, 0.0279, 0.0171, 0.0280
474.0, 0.0279, 0.0172, 0.0280
474.5, 0.0280, 0.0172, 0.0281
475.0, 0.0280, 0.0172, 0.0281
475.5, 0.0280, 0.0173, 0.0281
476.0, 0.0281, 0.0173, 0.0281
476.5, 0.0281, 0.0173, 0.0282
477.0, 0.0281, 0.0174, 0.0282
477.5, 0.0282, 0.0174, 0.0282
478.0, 0.0282, 0.0174, 0.0282
478.5, 0.0282, 0.0175, 0.0283
479.0, 0.0282, 0.0175, 0.0283
479.5, 0.0283, 0.0175, 0.0283
480.0, 0.0283, 0.0176, 0.0283
480.5, 0.0283, 0.0176, 0.0284
481.0, 0.0284, 0.0176, 0.0284
481.5, 0.0284, 0.0177, 0.0284
482.0, 0.0284, 0.0177, 0.0284
482.5, 0.0285, 0.0177, 0.0285
483.0, 0.0285, 0.0178, 0.0285
483.5, 0.0285, 0.0178, 0.0285
484.0, 0.0286, 0.0178, 0.0286
484.5, 0.0286, 0.0179, 0.0286
485.0, 0.0286, 0.0179, 0.0286
485.5, 0.0287, 0.0179, 0.0286
486.0, 0.0287, 0.0180, 0.0287
486.5, 0.0287, 0.0180, 0.0287
487.0, 0.0287, 0.0181, 0.0287
487.5, 0.0288, 0.0181, 0.0287
488.0, 0.0288, 0.0181, 0.0288
488.5, 0.0288, 0.0182, 0.0288
489.0, 0.0289, 0.0182, 0.0288
489.5, 0.0289, 0.0182, 0.0288
490.0, 0.0289, 0.0183, 0.0289
490.5, 0.0290, 0.0183, 0.0289
491.0, 0.0290, 0.0183, 0.0289
491.5, 0.0290, 0.0184, 0.0290
492.0, 0.0291, 0.0184, 0.0290
492.5, 0.0291, 0.0184, 0.0290
493.0, 0.0291, 0.0185, 0.0290
493.5, 0.0292, 0.0185, 0.0291
494.0, 0.0292, 0.0185, 0.0291
494.5, 0.0292, 0.0186, 0.0291
495.0, 0.0292, 0.0186, 0.0291
495.5, 0.0293, 0.0186, 0.0292
496.0, 0.0293, 0.0187, 0.0292
496.5, 0.0293, 0.0187, 0.0292
497.0, 0.0294, 0.0187, 0.0292
497.5, 0.0294, 0.0188, 0.0293
498.0, 0.0294, 0.0188, 0.0293
498.5, 0.0295, 0.0188, 0.0293
499.0, 0.0295, 0.0189, 0.0294
499.5, 0.0295, 0.0189, 0.0294
500.0, 0.0296, 0.0189, 0.0294
500.5, 0.0296, 0.0190, 0.0294
501.0, 0.0296, 0.0190, 0.0295
501.5, 0.0297, 0.0190, 0.0295
502.0, 0.0297, 0.0191, 0.0295
502.5, 0.0297, 0.0191, 0.0295
503.0, 0.0298, 0.0191, 0.0296
503.5, 0.0298, 0.0192, 0.0296
504.0, 0.0298, 0.0192, 0.0296
504.5, 0.0298, 0.0192, 0.0296
505.0, 0.0299, 0.0193, 0.0297
505.5, 0.0299, 0.0193, 0.0297
506.0, 0.0299, 0.0193, 0.0297
506.5, 0.0300, 0.0194, 0.0298
507.0, 0.0300, 0.0194, 0.0298
507.5, 0.0300, 0.0194, 0.0298
508.0, 0.0301, 0.0195, 0.0298
508.5, 0.0301, 0.0195, 0.0299
509.0, 0.0301, 0.0195, 0.0299
509.5, 0.0302, 0.0196, 0.0299
510.0, 0.0302, 0.0196, 0.0299
510.5, 0.0302, 0.0196, 0.0300
511.0, 0.0303, 0.0197, 0.0300
511.5, 0.0303, 0.0197, 0.0300
512.0, 0.0303, 0.0197, 0.0300
512.5, 0.0303, 0.0198, 0.0301
513.0, 0.0304, 0.0198, 0.0301
513.5, 0.0304, 0.0198, 0.0301
514.0, 0.0304, 0.0199, 0.0302
514.5, 0.0305, 0.0199, 0.0302
515.0, 0.0305, 0.0199, 0.0302
515.5, 0.0305, 0.0200, 0.0302
516.0, 0.0306, 0.0200, 0.0303
516.5, 0.0306, 0.0200, 0.0303
517.0, 0.0306, 0.0201, 0.0303
517.5, 0.0307, 0.0201, 0.0303
518.0, 0.0307, 0.0201, 0.0304
518.5, 0.0307, 0.0202, 0.0304
519.0, 0.0308, 0.0202, 0.0304
519.5, 0.0308, 0.0202, 0.0305
520.0, 0.0308, 0.0203, 0.0305
520.5, 0.0308, 0.0203, 0.0305
521.0, 0.0309, 0.0203, 0.0305
521.5, 0.0309, 0.0204, 0.0306
522.0, 0.0309, 0.0204, 0.0306
522.5, 0.0310, 0.0204, 0.0306
523.0, 0.0310, 0.0205, 0.0306
523.5, 0.0310, 0.0205, 0.0307
524.0, 0.0311, 0.0205, 0.0307
524.5, 0.0311, 0.0206, 0.0307
525.0, 0.0311, 0.0206, 0.0308
525.5, 0.0312, 0.0206, 0.0308
526.0, 0.0312, 0.0207, 0.0308
526.5, 0.0312, 0.0207, 0.0308
527.0, 0.0313, 0.0207, 0.0309
527.5, 0.0313, 0.0208, 0.0309
528.0, 0.0313, 0.0208, 0.0309
528.5, 0.0313, 0.0208, 0.0309
529.0, 0.0314, 0.0209, 0.0310
529.5, 0.0314, 0.0209, 0.0310
530.0, 0.0314, 0.0209, 0.0310
530.5, 0.0315, 0.0210, 0.0310
531.0, 0.0315, 0.0210, 0.0311
531.5, 0.0315, 0.0210, 0.0311
532.0, 0.0316, 0.0211, 0.0311
532.5, 0.0316, 0.0211, 0.0312
533.0, 0.0316, 0.0211, 0.0312
533.5, 0.0317, 0.0212, 0.0312
534.0, 0.0317, 0.0212, 0.0312
534.5, 0.0317, 0.0212, 0.0313
535.0, 0.0318, 0.0213, 0.0313
535.5, 0.0318, 0.0213, 0.0313
536.0, 0.0318, 0.0213, 0.0313
536.5, 0.0318, 0.0213, 0.0314
537.0, 0.0319, 0.0214, 0.0314
537.5, 0.0319, 0.0214, 0.0314
538.0, 0.0319, 0.0214, 0.0315
538.5, 0.0320, 0.0215, 0.0315
539.0, 0.0320, 0.0215, 0.0315
539.5, 0.0320, 0.0215, 0.0315
540.0, 0.0321, 0.0216, 0.0316
540.5, 0.0321, 0.0216, 0.0316
541.0, 0.0321, 0.0216, 0.0316
541.5, 0.0322, 0.0217, 0.0316
542.0, 0.0322, 0.0217, 0.0317
542.5, 0.0322, 0.0217, 0.0317
543.0, 0.0323, 0.0218, 0.0317
543.5, 0.0323, 0.0218, 0.0318
544.0, 0.0323, 0.0218, 0.0318
544.5, 0.0323, 0.0219, 0.0318
545.0, 0.0324, 0.0219, 0.0318
545.5, 0.0324, 0.0219, 0.0319
546.0, 0.0324, 0.0220, 0.0319
546.5, 0.0325, 0.0220, 0.0319
547.0, 0.0325, 0.0220, 0.0320
547.5, 0.0325, 0.0221, 0.0320
548.0, 0.0326, 0.0221, 0.0320
548.5, 0.0326, 0.0221, 0.0320
549.0, 0.0326, 0.0222, 0.0321
549.5, 0.0327, 0.0222, 0.0321
550.0, 0.0327, 0.0222, 0.0321
550.5, 0.0327, 0.0223, 0.0321
551.0, 0.0328, 0.0223, 0.0322
551.5, 0.0328, 0.0223, 0.0322
552.0, 0.0328, 0.0224, 0.0322
552.5, 0.0328, 0.0224, 0.0323
553.0, 0.0329, 0.0224, 0.0323
553.5, 0.0329, 0.0225, 0.0323
554.0, 0.0329, 0.0225, 0.0323
554.5, 0.0330, 0.0225, 0.0324
555.0, 0.0330, 0.0226, 0.0324
555.5, 0.0330, 0.0226, 0.0324
556.0, 0.0331, 0.0226, 0.0324
556.5, 0.0331, 0.0227, 0.0325
557.0, 0.0331, 0.0227, 0.0325
557.5, 0.0332, 0.0227, 0.0325
558.0, 0.0332, 0.0228, 0.0326
558.5, 0.0332, 0.0228, 0.0326
559.0, 0.0333, 0.0228, 0.0326
559.5, 0.0333, 0.0229, 0.0326
560.0, 0.0333, 0.0229, 0.0327
560.5, 0.0333, 0.0229, 0.0327
561.0, 0.0334, 0.0230, 0.0327
561.5, 0.0334, 0.0230, 0.0328
562.0, 0.0334, 0.0230, 0.0328
562.5, 0.0335, 0.0231, 0.0328
563.0, 0.0335, 0.0231, 0.0328
563.5, 0.0335, 0.0231, 0.0329
564.0, 0.0336, 0.0232, 0.0329
564.5, 0.0336, 0.0232, 0.0329
565.0, 0.0336, 0.0232, 0.0329
565.5, 0.0337, 0.0232, 0.0330
566.0, 0.0337, 0.0233, 0.0330
566.5, 0.0337, 0.0233, 0.0330
567.0, 0.0338, 0.0233, 0.0331
567.5, 0.0338, 0.0234, 0.0331
568.0, 0.0338, 0.0234, 0.0331
568.5, 0.0338, 0.0234, 0.0331
569.0, 0.0339, 0.0235, 0.0332
569.5, 0.0339, 0.0235, 0.0332
570.0, 0.0339, 0.0235, 0.0332
570.5, 0.0340, 0.0236, 0.0333
571.0, 0.0340, 0.0236, 0.0333
571.5, 0.0340, 0.0236, 0.0333
572.0, 0.0341, 0.0237, 0.0333
572.5, 0.0341, 0.0237, 0.0334
573.0, 0.0341, 0.0237, 0.0334
573.5, 0.0342, 0.0238, 0.0334
574.0, 0.0342, 0.0238, 0.0334
574.5, 0.0342, 0.0238, 0.0335
575.0, 0.0343, 0.0239, 0.0335
575.5, 0.0343, 0.0239, 0.0335
576.0, 0.0343, 0.0239, 0.0336
576.5, 0.0343, 0.0240, 0.0336
577.0, 0.0344, 0.0240, 0.0336
577.5, 0.0344, 0.0240, 0.0336
578.0, 0.0344, 0.0241, 0.0337
578.5, 0.0345, 0.0241, 0.0337
579.0, 0.0345, 0.0241, 0.0337
579.5, 0.0345, 0.0242, 0.0338
580.0, 0.0346, 0.0242, 0.0338
580.5, 0.0346, 0.0242, 0.0338
581.0, 0.0346, 0.0243, 0.0338
581.5, 0.0347, 0.0243, 0.0339
582.0, 0.0347, 0.0243, 0.0339
582.5, 0.0347, 0.0244, 0.0339
583.0, 0.0347, 0.0244, 0.0340
583.5, 0.0348, 0.0244, 0.0340
584.0, 0.0348, 0.0244, 0.0340
584.5, 0.0348, 0.0245, 0.0340
585.0, 0.0349, 0.0245, 0.0341
585.5, 0.0349, 0.0245, 0.0341
586.0, 0.0349, 0.0246, 0.0341
586.5, 0.0350, 0.0246, 0.0341
587.0, 0.0350, 0.0246, 0.0342
587.5, 0.0350, 0.0247, 0.0342
588.0, 0.0351, 0.0247, 0.0342
588.5, 0.0351, 0.0247, 0.0343
589.0, 0.0351, 0.0248, 0.0343
589.5, 0.0352, 0.0248, 0.0343
590.0, 0.0352, 0.0248, 0.0343
590.5, 0.0352, 0.0249, 0.0344
591.0, 0.0352, 0.0249, 0.0344
591.5, 0.0353, 0.0249, 0.0344
592.0, 0.0353, 0.0250, 0.0345
592.5, 0.0353, 0.0250, 0.0345
593.0, 0.0354, 0.0250, 0.0345
593.5, 0.0354, 0.0251, 0.0345
594.0, 0.0354, 0.0251, 0.0346
594.5, 0.0355, 0.0251, 0.0346
595.0, 0.0355, 0.0252, 0.0346
595.5, 0.0355, 0.0252, 0.0347
596.0, 0.0356, 0.0252, 0.0347
596.5, 0.0356, 0.0252, 0.0347
597.0, 0.0356, 0.0253, 0.0347
597.5, 0.0356, 0.0253, 0.0348
598.0, 0.0357, 0.0253, 0.0348
598.5, 0.0357, 0.0254, 0.0348
599.0, 0.0357, 0.0254, 0.0349
599.5, 0.0358, 0.0254, 0.0349
600.0, 0.0358, 0.0255, 0.0349
600.5, 0.0358, 0.0255, 0.0349
601.0, 0.0359, 0.0255, 0.0350
601.5, 0.0359, 0.0256, 0.0350
602.0, 0.0359, 0.0256, 0.0350
602.5, 0.0360, 0.0256, 0.0351
603.0, 0.0360, 0.0257, 0.0351
603.5, 0.0360, 0.0257, 0.0351
604.0, 0.0360, 0.0257, 0.0351
604.5, 0.0361, 0.0258, 0.0352
605.0, 0.0361, 0.0258, 0.0352
605.5, 0.0361, 0.0258, 0.0352
606.0, 0.0362, 0.0259, 0.0353
606.5, 0.0362, 0.0259, 0.0353
607.0, 0.0362, 0.0259, 0.0353
607.5, 0.0363, 0.0260, 0.0353
608.0, 0.0363, 0.0260, 0.0354
608.5, 0.0363, 0.0260, 0.0354
609.0, 0.0364, 0.0260, 0.0354
609.5, 0.0364, 0.0261, 0.0355
610.0, 0.0364, 0.0261, 0.0355
610.5, 0.0364, 0.0261, 0.0355
611.0, 0.0365, 0.0262, 0.0355
611.5, 0.0365, 0.0262, 0.0356
612.0, 0.0365, 0.0262, 0.0356
612.5, 0.0366, 0.0263, 0.0356
613.0, 0.0366, 0.0263, 0.0357
613.5, 0.0366, 0.0263, 0.0357
614.0, 0.0367, 0.0264, 0.0357
614.5, 0.0367, 0.0264, 0.0357
615.0, 0.0367, 0.0264, 0.0358
615.5, 0.0368, 0.0265, 0.0358
616.0, 0.0368, 0.0265, 0.0358
616.5, 0.0368, 0.0265, 0.0359
617.0, 0.0368, 0.0266, 0.0359
617.5, 0.0369, 0.0266, 0.0359
618.0, 0.0369, 0.0266, 0.0359
618.5, 0.0369, 0.0266, 0.0360
619.0, 0.0370, 0.0267, 0.0360
619.5, 0.0370, 0.0267, 0.0360
620.0, 0.0370, 0.0267, 0.0361
620.5, 0.0371, 0.0268, 0.0361
621.0, 0.0371, 0.0268, 0.0361
621.5, 0.0371, 0.0268, 0.0361
622.0, 0.0372, 0.0269, 0.0362
622.5, 0.0372, 0.0269, 0.0362
623.0, 0.0372, 0.0269, 0.0362
623.5, 0.0372, 0.0270, 0.0363
624.0, 0.0373, 0.0270, 0.0363
624.5, 0.0373, 0.0270, 0.0363
625.0, 0.0373, 0.0271, 0.0363
625.5, 0.0374, 0.0271, 0.0364
626.0, 0.0374, 0.0271, 0.0364
626.5, 0.0374, 0.0272, 0.0364
627.0, 0.0375, 0.0272, 0.0365
627.5, 0.0375, 0.0272, 0.0365
628.0, 0.0375, 0.0272, 0.0365
628.5, 0.0375, 0.0273, 0.0365
629.0, 0.0376, 0.0273, 0.0366
629.5, 0.0376, 0.0273, 0.0366
630.0, 0.0376, 0.0274, 0.0366
630.5, 0.0377, 0.0274, 0.0367
631.0, 0.0377, 0.0274, 0.0367
631.5, 0.0377, 0.0275, 0.0367
632.0, 0.0378, 0.0275, 0.0367
632.5, 0.0378, 0.0275, 0.0368
633.0, 0.0378, 0.0276, 0.0368
633.5, 0.0379, 0.0276, 0.0368
